crc32,archive,local_off,size,ntex,sample_dims_fmt
0x16B75940,0B,0xF92800,939563,2,2048x512:4444;2048x512:DXN
0x16F073B8,0A,0x67E09000,1251435,2,2048x512:4444;2048x512:DXN
0x17C93921,0B,0x1AF6A000,33630,2,512x512:DXT4_5;512x512:DXN
0x17FE3406,0B,0x1A3DF800,21124,2,512x512:DXT4_5;512x512:DXN
0x1957B53F,0B,0xBBE000,900003,2,2048x512:4444;2048x512:DXN
0x1A24756F,0B,0x4742000,889965,2,2048x512:4444;2048x512:DXN
0x1ACA8157,0A,0x6954A000,730268,2,2048x512:4444;2048x512:DXN
0x1CCB8F60,0A,0x455800,1501690,2,512x256:DXT5A;512x512:DXT5A
0x1D2BF06A,0A,0x6B4EC000,935358,2,2048x512:4444;2048x512:DXN
0x1F4F6408,0B,0x6D28800,941194,2,2048x512:4444;2048x512:DXN
0x20B44E5B,0A,0x66092800,1137473,2,2048x512:4444;2048x512:DXN
0x2118F9FD,0B,0x37F5800,974192,2,2048x512:4444;2048x512:DXN
0x22FA8619,0B,0x28F000,835153,2,2048x512:4444;2048x512:DXN
0x2331A6DE,0A,0x69B26800,714646,2,2048x512:4444;2048x512:DXN
0x255517AD,0B,0x1870800,569942,2,2048x512:4444;2048x512:DXN
0x2640A15C,0B,0x2B0D800,790203,2,2048x512:4444;2048x512:DXN
0x279234D2,0A,0x69D29000,677606,2,2048x512:4444;2048x512:DXN
0x27C1EF17,0A,0x6B22B000,550499,2,2048x512:4444;2048x512:DXN
0x281F472F,0A,0x44C9800,136031,2,256x256:DXT4_5;256x256:DXT4_5
0x2852FACB,0B,0x1AEE5000,22486,2,512x512:DXT4_5;512x512:DXN
0x2865F7EC,0B,0x1BAAF800,35359,2,512x512:DXT4_5;512x512:DXN
0x28A27D7F,0A,0x176000,1498111,2,512x256:DXT5A;512x512:DXT5A
0x297F7880,0B,0x21A8000,1019947,2,2048x512:4444;2048x512:DXN
0x2A140AAD,0B,0x1AE39000,19582,2,512x512:DXT4_5;512x512:DXN
0x2A23078A,0B,0x1B9F7000,35690,2,512x512:DXT4_5;512x512:DXN
0x2BE043BC,0A,0x6ACBA800,643534,2,2048x512:4444;2048x512:DXN
0x2C5361C4,0A,0x64F80800,775366,2,2048x512:4444;2048x512:DXN
0x2C536D79,0B,0x73CC000,947812,2,2048x512:4444;2048x512:DXN
0x2CD6798B,0B,0x12D0800,758209,2,2048x512:4444;2048x512:DXN
0x2D1AC496,0A,0x64E7E000,1058058,2,2048x512:4444;2048x512:DXN
0x2D885E09,0B,0x7C39800,810652,2,2048x512:4444;2048x512:DXN
0x2DB92A93,0B,0x6E0E800,913114,2,2048x512:4444;2048x512:DXN
0x2E3AC58D,0A,0x68A08000,557417,2,2048x512:4444;2048x512:DXN
0x2F43D1B0,0A,0x6AEA5800,720355,2,2048x512:4444;2048x512:DXN
0x2F74EA21,0B,0x6228800,1159080,2,2048x512:4444;2048x512:DXN
0x2FD29E1F,0B,0x5282000,589172,2,2048x512:4444;2048x512:DXN
0x2FEF96FB,0B,0x5C80800,1021541,2,2048x512:4444;2048x512:DXN
0x303F107A,0A,0x69943800,673951,2,2048x512:4444;2048x512:DXN
0x324CCCA7,0A,0x6A71B800,734083,2,2048x512:4444;2048x512:DXN
0x3292966B,0A,0x67326000,952424,2,2048x512:4444;2048x512:DXN
0x331BB721,0A,0x66E26000,561364,2,2048x512:4444;2048x512:DXN
0x349C8276,0A,0x699E8800,649238,2,2048x512:4444;2048x512:DXN
0x34C6EBC2,0A,0x662BB800,935984,2,2048x512:4444;2048x512:DXN
0x3620CAFC,0B,0x78AA000,945164,2,2048x512:4444;2048x512:DXN
0x36260425,0B,0x16E1000,1064491,2,2048x512:4444;2048x512:DXN
0x36EF5EAB,0A,0x6A937000,737991,2,2048x512:4444;2048x512:DXN
0x370CB499,0B,0x1B80D000,28280,2,512x512:DXT4_5;512x512:DXN
0x373BB9BE,0B,0x1AC39000,35510,2,512x512:DXT4_5;512x512:DXN
0x39A39C64,0B,0x610000,1101643,2,2048x512:4444;2048x512:DXN
0x3A30E01C,0B,0x35B000,1032002,2,2048x512:4444;2048x512:DXN
0x3A9D29C5,0A,0x69F22800,701104,2,2048x512:4444;2048x512:DXN
0x3ACDFC06,0B,0x370A9800,267889,2,256x256:DXT5A;128x128:8
0x3B0A75EC,0A,0x68054000,1086485,2,2048x512:4444;2048x512:DXN
0x3B37236A,0A,0x66B05000,758909,2,2048x512:4444;2048x512:DXN
0x3B74BE4B,0B,0x1A0D3800,27638,2,128x128:DXT4_5;128x128:DXN
0x3B9A252D,0B,0x41B4800,1063066,2,2048x512:4444;2048x512:DXN
0x3CEFE36C,0A,0x6503E000,583354,2,2048x512:4444;2048x512:DXN
0x3D4B7409,0B,0x553000,773041,2,2048x512:4444;2048x512:DXN
0x3E3EBBC9,0A,0x6A11C000,664985,2,2048x512:4444;2048x512:DXN
0x3E8DB993,0A,0x68855000,792477,2,2048x512:4444;2048x512:DXN
0x3EB19F45,0B,0x7A1E000,576611,2,2048x512:4444;2048x512:DXN
0x3EDBEC13,0A,0x663A0800,589172,2,2048x512:4444;2048x512:DXN
0x408C4AE0,0B,0x4596800,863879,2,2048x512:4444;2048x512:DXN
0x413108B4,0B,0x2863000,589172,2,2048x512:4444;2048x512:DXN
0x425F9E12,0A,0x6A262800,670699,2,2048x512:4444;2048x512:DXN
0x426249A7,0B,0x5763000,1067363,2,2048x512:4444;2048x512:DXN
0x42B416E7,0B,0x3086800,1019103,2,2048x512:4444;2048x512:DXN
0x434F0D0E,0A,0x6B338000,847998,2,2048x512:4444;2048x512:DXN
0x43AFC362,0B,0x82A000,966074,2,2048x512:4444;2048x512:DXN
0x43C810A4,0A,0x653AB000,785489,2,2048x512:4444;2048x512:DXN
0x444610C3,0A,0x66BBE800,962847,2,2048x512:4444;2048x512:DXN
0x462F3E8B,0B,0x7628800,788485,2,2048x512:4444;2048x512:DXN
0x46D86290,0A,0x652DD000,843229,2,2048x512:4444;2048x512:DXN
0x46FC0C1E,0A,0x6A306800,650164,2,2048x512:4444;2048x512:DXN
0x470CE25F,0B,0x694D800,1035573,2,2048x512:4444;2048x512:DXN
0x480E4F80,0B,0x1AD94000,20315,2,512x512:DXT4_5;512x512:DXN
0x483942A7,0B,0x1B948800,39306,2,512x512:DXT4_5;512x512:DXN
0x48643867,0B,0x1969F800,15824,2,128x128:DXT4_5;128x128:DXN
0x48BC6439,0B,0x40B2000,1058251,2,2048x512:4444;2048x512:DXN
0x4A231209,0B,0x19EEE000,21170,2,128x128:DXT4_5;128x128:DXN
0x4A48BFE6,0B,0x1ACE8000,28937,2,512x512:DXT4_5;512x512:DXN
0x4A7FB2C1,0B,0x1B890000,30711,2,512x512:DXT4_5;512x512:DXN
0x4A8E7B70,0A,0x6AA95000,693736,2,2048x512:4444;2048x512:DXN
0x4AB366DD,0A,0x665A2800,906967,2,2048x512:4444;2048x512:DXN
0x4B5A1AD8,0A,0x6B68E800,734105,2,2048x512:4444;2048x512:DXN
0x4C678C79,0A,0x68297800,1025306,2,2048x512:4444;2048x512:DXN
0x4CBEE36B,0B,0x6876000,881706,2,2048x512:4444;2048x512:DXN
0x4D923AA7,0B,0x49D9800,1009653,2,2048x512:4444;2048x512:DXN
0x4E009B12,0A,0x6AFF8000,665142,2,2048x512:4444;2048x512:DXN
0x4E2DE97C,0A,0x6AB3E800,777117,2,2048x512:4444;2048x512:DXN
0x4E6A91CB,0B,0x9EB800,1007861,2,2048x512:4444;2048x512:DXN
0x4EF3F1DC,0A,0x656E5000,905257,2,2048x512:4444;2048x512:DXN
0x4F13CA54,0B,0x1EF7800,751177,2,2048x512:4444;2048x512:DXN
0x4F350747,0B,0x5FDE800,1247374,2,2048x512:4444;2048x512:DXN
0x506CE6A8,0B,0x3D64000,748818,2,2048x512:4444;2048x512:DXN
0x527011DC,0B,0x657A800,780911,2,2048x512:4444;2048x512:DXN
0x52DF144F,0A,0x450C800,136031,2,256x256:DXT4_5;256x256:DXT4_5
0x53529F78,0B,0x5108000,958028,2,2048x512:4444;2048x512:DXN
0x53711C73,0B,0x38E3800,1153113,2,2048x512:4444;2048x512:DXN
0x53C5ED0E,0A,0x68B19000,982809,2,2048x512:4444;2048x512:DXN
0x5427877F,0A,0x65FA5000,971080,2,2048x512:4444;2048x512:DXN
0x55913881,0B,0x18FC000,958602,2,2048x512:4444;2048x512:DXN
0x55A24985,0B,0xC9A000,1120732,2,2048x512:4444;2048x512:DXN
0x56018BDE,0B,0x7F6D000,794185,2,2048x512:4444;2048x512:DXN
0x5656DB3C,0A,0x6B742000,854222,2,2048x512:4444;2048x512:DXN
0x5709D4B4,0A,0x6740F000,1039310,2,2048x512:4444;2048x512:DXN
0x57BC153D,0B,0x53FA000,832005,2,2048x512:4444;2048x512:DXN
0x5A0AA124,0B,0x7CFF800,821099,2,2048x512:4444;2048x512:DXN
0x5A510FEA,0B,0x2983000,824816,2,2048x512:4444;2048x512:DXN
0x5AA1FDEC,0A,0x661A8800,1125214,2,2048x512:4444;2048x512:DXN
0x5D387D42,0A,0x68464000,858895,2,2048x512:4444;2048x512:DXN
0x5E1C2FC9,0B,0x33F4000,1011596,2,2048x512:4444;2048x512:DXN
0x5F508305,0A,0x69DCE800,694927,2,2048x512:4444;2048x512:DXN
0x5F9B5867,0B,0x3AD9000,586899,2,2048x512:4444;2048x512:DXN
0x5FF230F0,0B,0x5A97800,980050,2,2048x512:4444;2048x512:DXN
0x600368E7,0A,0x65991000,852671,2,2048x512:4444;2048x512:DXN
0x6059355E,0B,0x4CBB800,753504,2,2048x512:4444;2048x512:DXN
0x60F53FE8,0B,0x590A800,664530,2,2048x512:4444;2048x512:DXN
0x62083680,0A,0x695FC800,654884,2,2048x512:4444;2048x512:DXN
0x6318078A,0B,0x19F8B000,27638,2,128x128:DXT4_5;128x128:DXN
0x64DF9D2F,0A,0x68CBE800,742131,2,2048x512:4444;2048x512:DXN
0x658BAD3D,0B,0x1225000,700788,2,2048x512:4444;2048x512:DXN
0x66ABA48C,0A,0x697ED800,724226,2,2048x512:4444;2048x512:DXN
0x68C51131,0B,0x22A1800,1149226,2,2048x512:4444;2048x512:DXN
0x6902954D,0B,0x1A212800,26888,2,128x128:DXT4_5;128x128:DXN
0x69B7FE46,0B,0x4AD0000,503783,2,2048x512:4444;2048x512:DXN
0x6DB4D851,0A,0x68E64000,989135,2,2048x512:4444;2048x512:DXN
0x6E6CCB56,0B,0x2F67800,585913,2,2048x512:4444;2048x512:DXN
0x6EAAF8E9,0A,0x66F97800,892054,2,2048x512:4444;2048x512:DXN
0x6FBF3DFF,0A,0x44EB000,136037,2,256x256:DXT4_5;256x256:DXT4_5
0x707D516E,0B,0x2599800,972645,2,2048x512:4444;2048x512:DXN
0x7297E2B0,0B,0x5591000,948617,2,2048x512:4444;2048x512:DXN
0x73445D9B,0A,0x67C19000,833025,2,2048x512:4444;2048x512:DXN
0x75D70558,0B,0x610F800,1150758,2,2048x512:4444;2048x512:DXN
0x792FAD3A,0B,0x1E1D800,892271,2,2048x512:4444;2048x512:DXN
0x79E826A7,0B,0x802F000,798966,2,2048x512:4444;2048x512:DXN
0x7B4A4DA3,0B,0x4BC6000,1003617,2,2048x512:4444;2048x512:DXN
0x7BA4B99B,0A,0x69207800,706226,2,2048x512:4444;2048x512:DXN
0x7C9E3173,0B,0x72E3000,953096,2,2048x512:4444;2048x512:DXN
0x7E5D7388,0A,0x67A29000,1197549,2,2048x512:4444;2048x512:DXN
0x7F072B97,0A,0x693FC000,635031,2,2048x512:4444;2048x512:DXN
0x80FBC645,0B,0xAE2000,900003,2,2048x512:4444;2048x512:DXN
0x8366F22D,0A,0x69497800,730268,2,2048x512:4444;2048x512:DXN
0x83880615,0B,0x4669800,885413,2,2048x512:4444;2048x512:DXN
0x84878310,0A,0x6B407800,935358,2,2048x512:4444;2048x512:DXN
0x86E31772,0B,0x6C42800,941194,2,2048x512:4444;2048x512:DXN
0x898C3BE9,0B,0x67B7800,779969,2,2048x512:4444;2048x512:DXN
0x89C4CB92,0A,0x6A4F6000,726156,2,2048x512:4444;2048x512:DXN
0x8A33EFED,0A,0x6714B800,950124,2,2048x512:4444;2048x512:DXN
0x8AD2077C,0B,0x1443000,882759,2,2048x512:4444;2048x512:DXN
0x8AD59BD5,0B,0x5E69800,763325,2,2048x512:4444;2048x512:DXN
0x8C3F666C,0B,0x3EEE800,895524,2,2048x512:4444;2048x512:DXN
0x8C7AEBF3,0A,0x65C9F000,1057565,2,2048x512:4444;2048x512:DXN
0x8D12BFC0,0A,0x65B31800,747973,2,2048x512:4444;2048x512:DXN
0x8D44DBB0,0A,0x67909000,589360,2,2048x512:4444;2048x512:DXN
0x8D67599E,0A,0x6A5A7800,759853,2,2048x512:4444;2048x512:DXN
0x8DEAC1A5,0B,0x6AD7000,573624,2,2048x512:4444;2048x512:DXN
0x8F07ADAC,0B,0x3241000,781997,2,2048x512:4444;2048x512:DXN
0x8F1B2A3A,0B,0xEAD000,939563,2,2048x512:4444;2048x512:DXN
0x8F5C00C2,0A,0x677DA000,1240738,2,2048x512:4444;2048x512:DXN
0x90FE3BBA,0B,0x23BA800,988425,2,2048x512:4444;2048x512:DXN
0x913E8D06,0B,0x3BF8000,870570,2,2048x512:4444;2048x512:DXN
0x919B3509,0B,0x2C98000,960734,2,2048x512:4444;2048x512:DXN
0x94CEB913,0B,0x1A9D800,748050,2,2048x512:4444;2048x512:DXN
0x953E4074,0B,0x34EB000,1064667,2,2048x512:4444;2048x512:DXN
0x955B3727,0A,0x6675D800,924196,2,2048x512:4444;2048x512:DXN
0x9567C4FE,0B,0x2D83000,912841,2,2048x512:4444;2048x512:DXN
0x95989605,0B,0x1ACE1000,28545,2,512x512:DXT4_5;512x512:DXN
0x95AF9B22,0B,0x1B897800,30804,2,512x512:DXT4_5;512x512:DXN
0x95F4763B,0A,0x655F4800,985066,2,2048x512:4444;2048x512:DXN
0x96C6E7A5,0A,0x67F3B000,1149270,2,2048x512:4444;2048x512:DXN
0x97DE6663,0B,0x1AD99000,20280,2,512x512:DXT4_5;512x512:DXN
0x97E96B44,0B,0x1B93F000,38790,2,512x512:DXT4_5;512x512:DXN
0x990B42F0,0B,0x1078000,1051883,2,2048x512:4444;2048x512:DXN
0x9ACA7D36,0A,0x68F55800,721288,2,2048x512:4444;2048x512:DXN
0x9CD84A37,0B,0x13000,873607,2,2048x512:4444;2048x512:DXN
0x9E69EF3A,0A,0x6915F000,688303,2,2048x512:4444;2048x512:DXN
0x9E8321EE,0B,0x74B3800,763656,2,2048x512:4444;2048x512:DXN
0x9F093176,0A,0x66CAA000,991973,2,2048x512:4444;2048x512:DXN
0x9FC13B4D,0A,0x681FA800,641348,2,2048x512:4444;2048x512:DXN
0xA1D2456F,0B,0x44BF000,882515,2,2048x512:4444;2048x512:DXN
0xA2365657,0B,0x42B8800,1063029,2,2048x512:4444;2048x512:DXN
0xA296D84A,0B,0x1A030000,26888,2,128x128:DXT4_5;128x128:DXN
0xA29B5010,0A,0x66A4B800,758909,2,2048x512:4444;2048x512:DXN
0xA2A60696,0A,0x68630800,1087375,2,2048x512:4444;2048x512:DXN
0xA3315ABF,0A,0x69FCE000,701104,2,2048x512:4444;2048x512:DXN
0xA39C9366,0B,0x457000,1031287,2,2048x512:4444;2048x512:DXN
0xA5439016,0A,0x650CC800,583354,2,2048x512:4444;2048x512:DXN
0xA5AE9C30,0A,0x66924800,1207955,2,2048x512:4444;2048x512:DXN
0xA71DEC3F,0B,0x7991000,576611,2,2048x512:4444;2048x512:DXN
0xA7779F69,0A,0x66430800,589172,2,2048x512:4444;2048x512:DXN
0xA792C8B3,0A,0x6A079800,664985,2,2048x512:4444;2048x512:DXN
0xA88C4A8D,0B,0x1A33A000,28085,2,128x128:DXT4_5;128x128:DXN
0xA9936300,0A,0x6989E800,673951,2,2048x512:4444;2048x512:DXN
0xAAB7C45B,0A,0x66D9C800,561812,2,2048x512:4444;2048x512:DXN
0xAB3EE511,0A,0x6760B000,952625,2,2048x512:4444;2048x512:DXN
0xABE0BFDD,0A,0x6A7CF000,734083,2,2048x512:4444;2048x512:DXN
0xAD30F10C,0A,0x69A87800,649238,2,2048x512:4444;2048x512:DXN
0xAD6A98B8,0A,0x6683F800,936164,2,2048x512:4444;2048x512:DXN
0xAF432DD1,0A,0x6A882800,737991,2,2048x512:4444;2048x512:DXN
0xAF8A775F,0B,0x1C3F000,1065671,2,2048x512:4444;2048x512:DXN
0xAF8CB986,0B,0x7DC8000,941029,2,2048x512:4444;2048x512:DXN
0xB0D30BFA,0B,0x20AA000,1038905,2,2048x512:4444;2048x512:DXN
0xB24C30C6,0A,0x6AD58000,643534,2,2048x512:4444;2048x512:DXN
0xB41559E9,0B,0x6B63800,913152,2,2048x512:4444;2048x512:DXN
0xB4242D73,0B,0x7B73800,810652,2,2048x512:4444;2048x512:DXN
0xB4B6B7EC,0A,0x64D7B800,1058065,2,2048x512:4444;2048x512:DXN
0xB57A0AF1,0B,0x138A000,756626,2,2048x512:4444;2048x512:DXN
0xB5FF12BE,0A,0x6546B000,774848,2,2048x512:4444;2048x512:DXN
0xB5FF1E03,0B,0x70C4000,1108631,2,2048x512:4444;2048x512:DXN
0xB643E581,0B,0x5B87000,1021568,2,2048x512:4444;2048x512:DXN
0xB67EED65,0B,0x51F2000,589172,2,2048x512:4444;2048x512:DXN
0xB6D8995B,0B,0x6343800,1165455,2,2048x512:4444;2048x512:DXN
0xB6EFA2CA,0A,0x6ADF5800,720355,2,2048x512:4444;2048x512:DXN
0xB796B6F7,0A,0x68A90800,557417,2,2048x512:4444;2048x512:DXN
0xB8B48A87,0B,0x3707800,974210,2,2048x512:4444;2048x512:DXN
0xB9183D21,0A,0x65DA1800,1137491,2,2048x512:4444;2048x512:DXN
0xB9AF7A4D,0A,0x65528800,833914,2,2048x512:4444;2048x512:DXN
0xBA9DD5A4,0A,0x69BD5000,714646,2,2048x512:4444;2048x512:DXN
0xBCF964D7,0B,0x17E5000,569898,2,2048x512:4444;2048x512:DXN
0xBD1AB121,0A,0xA000,1489101,2,512x256:DXT5A;512x512:DXT5A
0xBE3E47A8,0A,0x69C83800,677606,2,2048x512:4444;2048x512:DXN
0xBE6D9C6D,0A,0x6B2B1800,550499,2,2048x512:4444;2048x512:DXN
0xBEB6BDE2,0A,0x2E4000,1512687,2,512x256:DXT5A;512x512:DXT5A
0xBFECD226,0B,0x2A4C800,790203,2,2048x512:4444;2048x512:DXN
0xC3A6D25E,0B,0x7AAB000,821128,2,2048x512:4444;2048x512:DXN
0xC3FD7C90,0B,0x2BCE800,824789,2,2048x512:4444;2048x512:DXN
0xC4940E38,0A,0x68392000,858895,2,2048x512:4444;2048x512:DXN
0xC6372B1D,0B,0x3B68800,586899,2,2048x512:4444;2048x512:DXN
0xC65E438A,0B,0x5D7A000,980190,2,2048x512:4444;2048x512:DXN
0xC6FCF07F,0A,0x69E78800,694927,2,2048x512:4444;2048x512:DXN
0xC7B05CB3,0B,0x2E62000,1069264,2,2048x512:4444;2048x512:DXN
0xC81910C2,0B,0x1AF72800,33371,2,512x512:DXT4_5;512x512:DXN
0xC82E1DE5,0B,0x1A3DA000,21186,2,512x512:DXT4_5;512x512:DXN
0xC9C095D2,0B,0x3CCD000,617645,2,2048x512:4444;2048x512:DXN
0xCA699E74,0A,0x68D74000,982828,2,2048x512:4444;2048x512:DXN
0xCADD6F09,0B,0x35EF000,1148645,2,2048x512:4444;2048x512:DXN
0xCAFEEC02,0B,0x5679000,958014,2,2048x512:4444;2048x512:DXN
0xCB0DFE59,0A,0x676F4000,941567,2,2048x512:4444;2048x512:DXN
0xCBD10903,0B,0x7EAE000,782173,2,2048x512:4444;2048x512:DXN
0xCBDC62A6,0B,0x6639800,780388,2,2048x512:4444;2048x512:DXN
0xCC3D4BFB,0B,0x1B54800,959787,2,2048x512:4444;2048x512:DXN
0xCD8BF405,0A,0x65EB7800,971002,2,2048x512:4444;2048x512:DXN
0xCE106647,0B,0x54C5800,832005,2,2048x512:4444;2048x512:DXN
0xCEA5A7CE,0A,0x6750D000,1039310,2,2048x512:4444;2048x512:DXN
0xCFADF8A4,0B,0x81B6000,793706,2,2048x512:4444;2048x512:DXN
0xCFFAA846,0B,0x1BE000,854682,2,2048x512:4444;2048x512:DXN
0xD0C50B3A,0B,0x1BB59800,16137,2,512x512:DXT4_5;512x512:DXN
0xD1101743,0B,0x43BC800,1058255,2,2048x512:4444;2048x512:DXN
0xD113C92F,0B,0x77AA800,1045965,2,2048x512:4444;2048x512:DXN
0xD283FB5C,0B,0x1BBF2800,23829,2,512x512:DXT4_5;512x512:DXN
0xD2C83CE5,0B,0x48F0000,955197,2,2048x512:4444;2048x512:DXN
0xD2F669A2,0A,0x6B15B800,849418,2,2048x512:4444;2048x512:DXN
0xD31F15A7,0A,0x66680000,906967,2,2048x512:4444;2048x512:DXN
0xD322080A,0A,0x6A9EB800,693736,2,2048x512:4444;2048x512:DXN
0xD43E49DD,0B,0x4F21000,1009653,2,2048x512:4444;2048x512:DXN
0xD5CBFF03,0A,0x68536000,1025197,2,2048x512:4444;2048x512:DXN
0xD75F82A6,0A,0x657C2800,905638,2,2048x512:4444;2048x512:DXN
0xD7819A06,0A,0x6ABFC800,777117,2,2048x512:4444;2048x512:DXN
0xD7ACE868,0A,0x6AF55800,665142,2,2048x512:4444;2048x512:DXN
0xD7C6E2B1,0B,0x71D000,1101667,2,2048x512:4444;2048x512:DXN
0xD7DD102F,0B,0x15F3000,973606,2,2048x512:4444;2048x512:DXN
0xD89D7BCE,0B,0x28F3000,589172,2,2048x512:4444;2048x512:DXN
0xD920399A,0B,0x481B800,868432,2,2048x512:4444;2048x512:DXN
0xDA03B018,0B,0x916000,874368,2,2048x512:4444;2048x512:DXN
0xDA6463DE,0A,0x6515B000,735757,2,2048x512:4444;2048x512:DXN
0xDAE37E74,0A,0x6B5D0800,777314,2,2048x512:4444;2048x512:DXN
0xDB18659D,0B,0x3300000,997891,2,2048x512:4444;2048x512:DXN
0xDBF3ED68,0A,0x6A1BE800,670699,2,2048x512:4444;2048x512:DXN
0xDD42F138,0B,0x6FEA800,889106,2,2048x512:4444;2048x512:DXN
0xDDF126B8,0A,0x5C4800,1494088,2,512x256:DXT5A;512x512:DXT5A
0xDEA09125,0B,0x6EED800,1035552,2,2048x512:4444;2048x512:DXN
0xDF507F64,0A,0x6A3A5800,650164,2,2048x512:4444;2048x512:DXN
0xDF7411EA,0A,0x6520F000,843229,2,2048x512:4444;2048x512:DXN
0xDF834DF1,0B,0x76E9800,788485,2,2048x512:4444;2048x512:DXN
0xE04455DD,0B,0x80F2800,799694,2,2048x512:4444;2048x512:DXN
0xE083DE40,0B,0x1D43800,892772,2,2048x512:4444;2048x512:DXN
0xE208CAE1,0A,0x692B4000,706226,2,2048x512:4444;2048x512:DXN
0xE2E63ED9,0B,0x4E2B800,1003585,2,2048x512:4444;2048x512:DXN
0xE5324209,0B,0x71D3000,1112616,2,2048x512:4444;2048x512:DXN
0xE6AB58ED,0A,0x69360800,635031,2,2048x512:4444;2048x512:DXN
0xE7F100F2,0A,0x67CE4800,1197549,2,2048x512:4444;2048x512:DXN
0xE8DC9D7A,0B,0x1B814000,29243,2,512x512:DXT4_5;512x512:DXN
0xE8EB905D,0B,0x1AC2F800,36981,2,512x512:DXT4_5;512x512:DXN
0xE9D12214,0B,0x24AC000,972794,2,2048x512:4444;2048x512:DXN
0xEAE82EE1,0A,0x67B4D800,833025,2,2048x512:4444;2048x512:DXN
0xEB3B91CA,0B,0x5312000,948641,2,2048x512:4444;2048x512:DXN
0xEC7B7622,0B,0x6460800,1154754,2,2048x512:4444;2048x512:DXN
0xF01B8D3C,0B,0x4B4B000,503783,2,2048x512:4444;2048x512:DXN
0xF169624B,0B,0x1FAF000,1026396,2,2048x512:4444;2048x512:DXN
0xF2454057,0A,0x6873A000,1158879,2,2048x512:4444;2048x512:DXN
0xF418AB2B,0A,0x68916800,989018,2,2048x512:4444;2048x512:DXN
0xF5C4234E,0B,0x1AE33800,20681,2,512x512:DXT4_5;512x512:DXN
0xF5F32E69,0B,0x1BA00000,36227,2,512x512:DXT4_5;512x512:DXN
0xF7068B93,0A,0x67071800,892054,2,2048x512:4444;2048x512:DXN
0xF782D328,0B,0x1AEEA800,22704,2,512x512:DXT4_5;512x512:DXN
0xF7B5DE0F,0B,0x1BAA6800,35002,2,512x512:DXT4_5;512x512:DXN
0xF7C0B82C,0B,0x2FF7000,586352,2,2048x512:4444;2048x512:DXN
0xF9594C92,0B,0x5868000,664530,2,2048x512:4444;2048x512:DXN
0xF9AF1B9D,0A,0x65A61800,850669,2,2048x512:4444;2048x512:DXN
0xF9F54624,0B,0x4D73800,753504,2,2048x512:4444;2048x512:DXN
0xFAFA618B,0B,0x1A16E000,24278,2,128x128:DXT4_5;128x128:DXN
0xFBA445FA,0A,0x6969C800,654884,2,2048x512:4444;2048x512:DXN
0xFC27DE47,0B,0x1179000,702661,2,2048x512:4444;2048x512:DXN
0xFCC1B122,0B,0x3FC9800,950442,2,2048x512:4444;2048x512:DXN
0xFD73EE55,0A,0x68C09000,742131,2,2048x512:4444;2048x512:DXN
0xFF07D7F6,0A,0x6973C800,724226,2,2048x512:4444;2048x512:DXN
0x02B3BB40,0A,0x35DA1000,426341,1,1024x4096:DXT1
0x02B74CA8,0A,0x358FA000,366331,1,1024x4096:DXT1
0x0469B1E7,0B,0x18B5A000,40700,1,512x512:DXT4_5
0x050A35D7,0B,0x18D74800,59475,1,512x512:DXT4_5
0x0611D1D3,0B,0x18DDF800,65888,1,512x512:DXT4_5
0x08097DC0,0B,0x18D1E000,61155,1,512x512:DXT4_5
0x08D27E04,0A,0x37DAF000,242273,1,1024x512:DXT1
0x0B6A058E,0B,0x18E2E000,86358,1,512x512:DXT4_5
0x0CD6AD16,0B,0x18E61000,79043,1,512x512:DXT4_5
0x10037A27,0A,0x35EE9800,12779,1,512x512:DXT1
0x10C535B4,0B,0x18BD9000,42071,1,512x512:DXT4_5
0x11DB865F,0B,0x18EC0800,49946,1,512x512:DXT4_5
0x11FD4B4C,0B,0x19053000,41605,1,512x512:DXT4_5
0x12712194,0B,0x18D6B800,35826,1,512x512:DXT4_5
0x1276AF60,0B,0x1908A000,65660,1,512x512:DXT4_5
0x12D57BB0,0B,0x18B64000,51088,1,512x512:DXT4_5
0x14327FF9,0B,0x18E0F000,66261,1,512x512:DXT4_5
0x1684F1A9,0B,0x18C75000,78843,1,512x512:DXT4_5
0x16ADBC6D,0B,0x377D0000,30060,1,128x128:8
0x1A8E5CC8,0B,0x18B8A000,47084,1,512x512:DXT4_5
0x1ACD4833,0B,0x18DA9000,37997,1,512x512:DXT4_5
0x1BA379F9,0B,0x377D7800,29376,1,128x128:8
0x1E1472BB,0B,0x19135000,53311,1,512x512:DXT4_5
0x1F726983,0B,0x18D12000,49054,1,512x512:DXT4_5
0x1FE790B5,0B,0x377C1000,29868,1,128x128:8
0x20159C65,0A,0x36C90800,389916,1,1024x4096:DXT1
0x22157797,0B,0x377C8800,29542,1,128x128:8
0x23A94193,0A,0x36807800,266169,1,1024x4096:DXT1
0x23D117D9,0A,0x366B7800,264135,1,1024x4096:DXT1
0x257793A4,0B,0x1909A800,93744,1,512x512:DXT4_5
0x26A4C030,0B,0x18ADF000,34276,1,512x512:DXT4_5
0x271CECA2,0B,0x18ABF800,36496,1,512x512:DXT4_5
0x2885E0F4,0B,0x18C06800,67581,1,512x512:DXT4_5
0x2901983A,0B,0x37074000,216816,1,256x256:DXT5A
0x2DAEC5A4,0A,0x37798000,242273,1,1024x512:DXT1
0x2F09CD6C,0B,0x18C94000,51387,1,512x512:DXT4_5
